1		0.005642
2		0.004329
3		0.003941
4		0.003472
5		0.003465
6		0.003319
7		0.003150
8		0.002963
9		0.002658
10		0.002152
11		0.001900
12		0.001941
13		0.001974
14		0.001814
15		0.001629
16		0.001531
17		0.001448
18		0.001205
19		0.001003
20		0.000971
21		0.000985
22		0.000905
23		0.000714
24		0.000526
25		0.000433
26		0.000343
